time,ISIN,bidprice0,askprice0,bidsize0,asksize0
2020.04.30D12:00:13.746326251,LON0_P1600,2.53,2.6,3,8
2020.04.30D12:00:13.746329701,LON0_P2150,4.4,4.53,14,6
2020.04.30D12:00:13.746332612,LON0_C2450,2.1,2.21,8,16
2020.04.30D12:00:13.747152212,LOM0_P1550,2.17,2.23,8,2
2020.04.30D12:00:13.747202430,LOM0_C2100,1.31,1.38,7,19
2020.04.30D12:00:13.747205956,LOM0_C2150,1.16,1.23,12,17
2020.04.30D12:00:13.747521224,LON0_C2100,3.69,3.81,5,11
2020.04.30D12:00:13.747524953,LON0_C2200,3.16,3.28,8,14
2020.04.30D12:00:13.747528106,LON0_C2300,2.7,2.81,8,16
2020.04.30D12:00:13.747531670,LON0_P1750,2.9,3,11,14
2020.04.30D12:00:13.747985030,LOM0_C1600,3.83,3.92,4,5
2020.04.30D12:00:13.747988739,LOM0_C2050,1.47,1.55,10,16
2020.04.30D12:00:13.747991978,LON0_C2150,3.42,3.54,5,6
2020.04.30D12:00:13.747995242,LON0_C2550,1.78,1.87,5,17
2020.04.30D12:00:13.747998710,LON0_P1450,2.17,2.26,26,3
2020.04.30D12:00:13.748002318,LON0_P1650,2.62,2.73,30,15
2020.04.30D12:00:13.748698640,LOM0_P1850,3.31,3.41,10,5
2020.04.30D12:00:13.748730553,LON0_C2100,3.69,3.81,5,11
2020.04.30D12:00:13.748926398,LOM0_C1750,2.88,2.96,6,3
2020.04.30D12:00:13.748930275,LOM0_C1950,1.86,1.94,9,12
2020.04.30D12:00:13.748933438,LOM0_C2150,1.16,1.23,8,17
2020.04.30D12:00:13.748937132,LOM0_C2400,0.63,0.67,2,18
2020.04.30D12:00:13.748940778,LON0_C2250,2.93,3.04,5,14
2020.04.30D12:00:13.748944156,LON0_P1350,1.99,2.07,23,3
2020.04.30D12:00:13.749217711,LON0_C4650,0.08,0.16,19,16
2020.04.30D12:00:13.749393657,LON0_C2750,1.24,1.34,7,21
2020.04.30D12:00:13.750332978,LON0_C2300,2.7,2.81,8,16
2020.04.30D12:00:13.750336565,LON0_P1700,2.76,2.86,11,18
2020.04.30D12:00:13.750339496,LON0_C2700,1.35,1.46,12,34
2020.04.30D12:00:13.750349793,LOM0_C1750,2.88,2.96,6,3
2020.04.30D12:00:13.752218004,LOM0_P1450,1.91,1.97,2,5
2020.04.30D12:00:13.753021762,LON0_P2100,4.17,4.28,9,4
2020.04.30D12:00:13.753025251,LON0_C2450,2.1,2.21,8,16
2020.04.30D12:00:13.753341789,LON0_C2700,1.35,1.46,12,20
2020.04.30D12:00:13.756352318,LOM0_C2000,1.7,1.73,2,14
2020.04.30D12:00:13.756355816,LOM0_C1950,1.86,1.94,9,18
2020.04.30D12:00:13.756380847,LOM0_C2100,1.31,1.38,7,14
2020.04.30D12:00:13.756907282,LOM0_C2050,1.47,1.55,10,16
2020.04.30D12:00:13.756910732,LOM0_C2150,1.16,1.23,8,17
2020.04.30D12:00:13.756914003,LOM0_C2200,1.02,1.09,12,12
2020.04.30D12:00:13.756917374,LOM0_P1250,1.49,1.56,18,10
2020.04.30D12:00:13.756923940,LON0_P1350,1.99,2.07,9,3
2020.04.30D12:00:13.772253886,LOM0_C500,12.15,0,1,0
2020.04.30D12:00:13.772257813,LOM0_P4050,21.98,24.13,1,1
2020.04.30D12:00:13.772260817,LOM0_P4100,22.48,24.62,1,1
2020.04.30D12:00:13.772264096,LON0_C250,16.85,0,1,0
2020.04.30D12:00:13.772486607,LOM0_C1750,2.88,2.96,7,3
2020.04.30D12:00:13.772490207,LOM0_C1950,1.86,1.94,10,18
2020.04.30D12:00:13.772493731,LON0_C2250,2.93,3.04,5,14
2020.04.30D12:00:13.772497273,LOM0_C2150,1.16,1.23,12,17
2020.04.30D12:00:13.772500952,LOM0_C2400,0.63,0.67,2,18
2020.04.30D12:00:13.772504427,LON0_C2100,3.69,3.81,5,11
2020.04.30D12:00:13.772507832,LON0_C2300,2.7,2.81,8,16
2020.04.30D12:00:13.772511271,LON0_P1750,2.9,3,11,14
2020.04.30D12:00:13.777208837,LOM0_C2450,0.55,0.6,7,16
2020.04.30D12:00:13.777212834,LOM0_C400,13.08,0,1,0
2020.04.30D12:00:13.777510811,LOM0_C1600,3.83,3.92,5,5
2020.04.30D12:00:13.777514742,LOM0_C1850,2.33,2.42,9,16
2020.04.30D12:00:13.777518033,LON0_C2150,3.42,3.54,5,6
2020.04.30D12:00:13.777521622,LON0_C2550,1.78,1.87,5,17
2020.04.30D12:00:13.777525059,LOM0_C2050,1.47,1.55,13,16
2020.04.30D12:00:13.777528661,LON0_C2450,2.1,2.21,8,16
2020.04.30D12:00:13.777532059,LON0_P1700,2.76,2.86,11,18
2020.04.30D12:00:13.777535193,LOM0_P1550,2.17,2.23,8,2
2020.04.30D12:00:13.777538651,LOM0_C2100,1.31,1.38,7,14
2020.04.30D12:00:13.777541884,LON0_C2600,1.63,1.72,5,15
2020.04.30D12:00:13.777545169,LON0_P1650,2.62,2.73,30,15
2020.04.30D12:00:13.779601960,LON0_P1900,3.38,3.48,11,11
2020.04.30D12:00:13.785072735,LON0_C2200,3.16,3.28,8,14
2020.04.30D12:00:13.785076196,LOM0_C500,12.16,0,1,0
2020.04.30D12:00:13.788197744,LON0_P2050,3.95,4.07,9,10
2020.04.30D12:00:13.788201984,LON0_C2400,2.3,2.39,5,16
2020.04.30D12:00:13.800721962,LON0_P1700,2.76,2.86,11,18
2020.04.30D12:00:13.800725536,LOM0_P4050,21.98,24.12,1,1
2020.04.30D12:00:13.811646365,LOM0_P1550,2.17,2.23,8,5
2020.04.30D12:00:13.811649670,LON0_P1650,2.62,2.73,30,19
2020.04.30D12:00:13.811652690,LOM0_C400,13.09,0,1,0
2020.04.30D12:00:13.969787242,LON0_P2200,4.65,4.78,8,6
2020.04.30D12:00:13.969791796,LON0_P1900,3.38,3.48,11,11
2020.04.30D12:00:13.969794942,LOM0_P2150,5.11,5.22,5,1
2020.04.30D12:00:13.970734152,LOM0_P4050,21.98,24.13,1,1
2020.04.30D12:00:13.973673021,LOM0_C400,13.08,0,1,0
2020.04.30D12:00:13.983945104,LOM0_P2150,5.11,5.23,5,5
2020.04.30D12:00:13.985188035,LOM0_P2150,5.11,5.23,5,5
2020.04.30D12:00:14.135572208,LOM0_P4400,25.47,0,1,0
2020.04.30D12:00:14.216580446,LOM0_C500,12.15,0,1,0
2020.04.30D12:00:14.219552681,LOM0_C150,15.44,0,1,0
2020.04.30D12:00:14.219556840,LOM0_C200,14.94,0,1,0
2020.04.30D12:00:14.219560075,LOM0_C300,14,0,1,0
2020.04.30D12:00:14.219563446,LOM0_C350,13.54,0,1,0
2020.04.30D12:00:14.219573081,LOM0_P4050,21.99,24.13,1,1
2020.04.30D12:00:14.220815157,LOM0_P1450,1.91,1.97,5,5
2020.04.30D12:00:14.235317703,LOM0_C150,15.45,0,1,0
2020.04.30D12:00:14.235321641,LOM0_C200,14.95,0,1,0
2020.04.30D12:00:14.235324754,LOM0_C300,14.01,0,1,0
2020.04.30D12:00:14.235328173,LOM0_C350,13.55,0,1,0
2020.04.30D12:00:14.273994264,LOM0_P1800,3.08,3.18,19,10
2020.04.30D12:00:14.273998171,LOM0_P1600,2.32,2.39,27,6
2020.04.30D12:00:14.274001576,LOM0_P1200,1.41,1.48,28,20
2020.04.30D12:00:14.275245428,LOM0_P1200,1.41,1.48,33,20
2020.04.30D12:00:14.337261791,LOM0_P1200,1.41,1.48,18,20
2020.04.30D12:00:14.346857288,LOM0_C1600,3.83,3.92,1,5
2020.04.30D12:00:14.347049774,LOM0_C1600,3.82,3.92,5,5
2020.04.30D12:00:14.436665202,LOM0_P1550,2.17,2.23,8,2
2020.04.30D12:00:14.436761737,LON0_C2200,3.16,3.28,8,14
2020.04.30D12:00:14.436834273,LOM0_C3050,0.18,0.21,4,3
2020.04.30D12:00:14.437601546,LOM0_C1750,2.88,2.96,6,3
2020.04.30D12:00:14.437604940,LOM0_C1950,1.86,1.94,9,18
2020.04.30D12:00:14.437607951,LON0_C2250,2.93,3.04,5,14
2020.04.30D12:00:14.437687697,LOM0_C1850,2.33,2.42,8,16
2020.04.30D12:00:14.437691001,LON0_C2150,3.42,3.54,5,6
2020.04.30D12:00:14.437694100,LON0_P1650,2.62,2.73,30,15
2020.04.30D12:00:14.437697306,LOM0_C1550,4.17,4.27,4,5
2020.04.30D12:00:14.437700474,LOM0_P1600,2.32,2.39,27,3
2020.04.30D12:00:14.437703634,LON0_C2550,1.78,1.87,5,17
2020.04.30D12:00:14.437743894,LOM0_C2050,1.47,1.55,8,16
2020.04.30D12:00:14.437747352,LOM0_P1200,1.41,1.48,18,15
2020.04.30D12:00:14.437797284,LOM0_P1100,1.27,1.32,13,3
2020.04.30D12:00:14.438452565,LOM0_C2850,0.24,0.28,3,2
2020.04.30D12:00:14.438799634,LOM0_P1800,3.08,3.18,19,10
2020.04.30D12:00:14.438829539,LON0_C2400,2.3,2.39,5,16
2020.04.30D12:00:14.439519959,LON0_P1900,3.38,3.48,11,6
2020.04.30D12:00:14.439523763,LOM0_P1300,1.57,1.64,38,7
2020.04.30D12:00:14.440079255,LOM0_C1850,2.33,2.42,8,16
2020.04.30D12:00:14.440082890,LOM0_P1750,2.87,2.95,5,9
2020.04.30D12:00:14.440085950,LOM0_C1950,1.86,1.94,9,18
2020.04.30D12:00:14.440089415,LOM0_P1650,2.5,2.57,3,3
2020.04.30D12:00:14.440126996,LON0_C2150,3.42,3.54,5,6
2020.04.30D12:00:14.440131012,LON0_C2200,3.16,3.28,8,14
2020.04.30D12:00:14.440186651,LOM0_C1750,2.88,2.96,4,3
2020.04.30D12:00:14.440207604,LOM0_P1650,2.5,2.57,3,1
2020.04.30D12:00:14.440231459,LOM0_P1550,2.17,2.24,8,5
2020.04.30D12:00:14.440268170,LOM0_P1500,2.02,2.1,34,3
2020.04.30D12:00:14.440295339,LOM0_P1350,1.67,1.74,36,4
2020.04.30D12:00:14.440320376,LOM0_P1300,1.57,1.64,38,4
2020.04.30D12:00:14.440396122,LON0_C3150,0.59,0.68,10,20
2020.04.30D12:00:14.440451775,LON0_C4750,0.07,0.15,19,14
2020.04.30D12:00:14.440622223,LON0_C4000,0.16,0.24,40,29
2020.04.30D12:00:14.440625989,LON0_C4450,0.11,0.18,12,38
2020.04.30D12:00:14.440872078,LON0_C4000,0.16,0.24,35,29
2020.04.30D12:00:14.441128179,LOM0_P1800,3.08,3.18,19,10
2020.04.30D12:00:14.441131963,LOM0_P1700,2.67,2.76,10,14
2020.04.30D12:00:14.441135166,LOM0_C2050,1.47,1.55,8,16
2020.04.30D12:00:14.441138649,LOM0_P1200,1.41,1.48,18,15
2020.04.30D12:00:14.441147080,LOM0_P1150,1.34,1.4,13,8
2020.04.30D12:00:14.441287047,LON0_C2200,3.16,3.28,8,14
2020.04.30D12:00:14.441291274,LON0_P2050,3.95,4.07,9,10
2020.04.30D12:00:14.441294295,LON0_C2250,2.93,3.04,5,14
2020.04.30D12:00:14.441298024,LON0_P2000,3.75,3.86,9,9
2020.04.30D12:00:14.441301533,LON0_P1850,3.21,3.31,11,12
2020.04.30D12:00:14.441305089,LON0_C2500,1.93,2.03,8,16
2020.04.30D12:00:14.441308642,LON0_C2850,1.03,1.13,7,13
2020.04.30D12:00:14.441510155,LON0_P2000,3.75,3.86,9,4
2020.04.30D12:00:14.447031829,LOM0_C1550,4.16,4.27,1,1
2020.04.30D12:00:14.447034996,LOM0_C1600,3.82,3.92,1,1
2020.04.30D12:00:14.447038887,LOM0_C1650,3.49,3.59,1,2
2020.04.30D12:00:14.447042887,LOM0_C1700,3.19,3.27,2,8
2020.04.30D12:00:14.447046266,LOM0_C1750,2.87,2.96,3,3
2020.04.30D12:00:14.447049827,LOM0_C1800,2.6,2.69,4,11
2020.04.30D12:00:14.447053254,LOM0_C1850,2.33,2.42,4,12
2020.04.30D12:00:14.447056623,LOM0_C1900,2.09,2.17,5,11
2020.04.30D12:00:14.447099168,LOM0_C1950,1.86,1.94,5,14
2020.04.30D12:00:14.447103134,LOM0_C2000,1.7,1.73,2,10
2020.04.30D12:00:14.447106335,LOM0_C2050,1.47,1.55,8,12
2020.04.30D12:00:14.447109893,LOM0_C2100,1.31,1.38,7,10
2020.04.30D12:00:14.447113795,LOM0_C2150,1.16,1.23,12,14
2020.04.30D12:00:14.447117172,LOM0_C2200,1.02,1.09,12,9
2020.04.30D12:00:14.447120472,LOM0_C2250,0.9,0.96,13,9
2020.04.30D12:00:14.447123764,LOM0_C2300,0.79,0.85,12,9
2020.04.30D12:00:14.447127623,LOM0_C2350,0.7,0.75,13,5
2020.04.30D12:00:14.447130926,LOM0_C2400,0.63,0.67,2,15
2020.04.30D12:00:14.447134037,LOM0_C2450,0.55,0.6,7,13
2020.04.30D12:00:14.447137733,LOM0_C2500,0.49,0.53,6,16
2020.04.30D12:00:14.447141307,LOM0_C2550,0.44,0.48,6,16
2020.04.30D12:00:14.447144546,LOM0_C2600,0.38,0.43,9,15
2020.04.30D12:00:14.447147940,LOM0_C2650,0.34,0.4,9,17
2020.04.30D12:00:14.447151603,LOM0_C2700,0.3,0.36,18,18
2020.04.30D12:00:14.447155025,LOM0_C2750,0.28,0.33,3,3
2020.04.30D12:00:14.447158290,LOM0_C2800,0.26,0.3,3,3
2020.04.30D12:00:14.447161567,LOM0_C2850,0.24,0.28,3,2
2020.04.30D12:00:14.447164795,LOM0_C2900,0.22,0.26,3,2
2020.04.30D12:00:14.447168217,LOM0_C2950,0.2,0.24,4,2
2020.04.30D12:00:14.447171718,LOM0_C3000,0.21,0.23,5,19
2020.04.30D12:00:14.447210530,LOM0_C3050,0.18,0.21,4,3
2020.04.30D12:00:14.447214576,LOM0_C3100,0.17,0.2,2,3
2020.04.30D12:00:14.447217769,LOM0_C3150,0.16,0.18,2,2
2020.04.30D12:00:14.447221488,LOM0_C3200,0.15,0.17,2,3
2020.04.30D12:00:14.447225206,LOM0_C3250,0.14,0.16,1,3
2020.04.30D12:00:14.447228927,LOM0_P1000,1.15,1.2,10,10
2020.04.30D12:00:14.447232171,LOM0_P1050,1.21,1.26,10,9
2020.04.30D12:00:14.447235563,LOM0_P1100,1.27,1.32,10,3
2020.04.30D12:00:14.447239029,LOM0_P1150,1.34,1.4,10,8
2020.04.30D12:00:14.447242507,LOM0_P1200,1.41,1.48,15,12
2020.04.30D12:00:14.447245856,LOM0_P1250,1.49,1.56,18,7
2020.04.30D12:00:14.447248932,LOM0_P1300,1.57,1.64,35,4
2020.04.30D12:00:14.447252001,LOM0_P1350,1.67,1.74,33,4
2020.04.30D12:00:14.447255540,LOM0_P1400,1.79,1.85,7,6
2020.04.30D12:00:14.447258839,LOM0_P1450,1.91,1.97,5,5
2020.04.30D12:00:14.447261942,LOM0_P1500,2.02,2.1,31,3
2020.04.30D12:00:14.447265611,LOM0_P1550,2.17,2.24,5,5
2020.04.30D12:00:14.447269830,LOM0_P1600,2.32,2.39,24,3
2020.04.30D12:00:14.447273474,LOM0_P1650,2.5,2.57,3,1
2020.04.30D12:00:14.447276659,LOM0_P1700,2.67,2.76,6,10
2020.04.30D12:00:14.447280037,LOM0_P1750,2.87,2.95,1,9
2020.04.30D12:00:14.447283488,LOM0_P1800,3.08,3.18,15,6
2020.04.30D12:00:14.447321330,LOM0_P1850,3.31,3.41,6,1
2020.04.30D12:00:14.447325403,LOM0_P1900,3.56,3.67,1,2
2020.04.30D12:00:14.447329072,LOM0_P1950,3.83,3.94,1,1
2020.04.30D12:00:14.447332902,LOM0_P2000,4.12,4.23,1,1
2020.04.30D12:00:14.447336793,LOM0_P2050,4.43,4.55,1,1
2020.04.30D12:00:14.447340169,LOM0_P2100,4.76,4.88,1,1
2020.04.30D12:00:14.447343495,LOM0_P2150,5.11,5.23,1,1
2020.04.30D12:00:14.447347455,LOM0_P2200,5.47,5.59,1,1
2020.04.30D12:00:14.447350852,LOM0_P2500,7.89,8.09,2,2
2020.04.30D12:00:14.447354296,LON0_C2200,3.16,3.28,5,11
2020.04.30D12:00:14.447358011,LON0_C2250,2.93,3.04,5,11
2020.04.30D12:00:14.447361135,LON0_C2300,2.7,2.81,5,13
2020.04.30D12:00:14.447364585,LON0_C2350,2.49,2.6,5,13
2020.04.30D12:00:14.447367991,LON0_C2400,2.3,2.39,5,13
2020.04.30D12:00:14.447371359,LON0_C2450,2.1,2.21,5,13
2020.04.30D12:00:14.447374734,LON0_C2500,1.93,2.03,5,13
2020.04.30D12:00:14.447378064,LON0_C2550,1.78,1.87,5,14
2020.04.30D12:00:14.447381649,LON0_C2600,1.63,1.72,5,12
2020.04.30D12:00:14.447385426,LON0_C2650,1.48,1.58,9,13
2020.04.30D12:00:14.447429055,LON0_C2700,1.35,1.46,9,17
2020.04.30D12:00:14.447433074,LON0_C2750,1.24,1.34,4,18
2020.04.30D12:00:14.447436405,LON0_C2800,1.13,1.23,4,17
2020.04.30D12:00:14.447439797,LON0_C2850,1.03,1.13,4,10
2020.04.30D12:00:14.447443524,LON0_C2900,0.94,1.04,4,38
2020.04.30D12:00:14.447446951,LON0_C2950,0.86,0.95,6,16
2020.04.30D12:00:14.447452148,LON0_C3000,0.81,0.87,1,7
2020.04.30D12:00:14.447455504,LON0_C3050,0.71,0.8,6,13
2020.04.30D12:00:14.447458627,LON0_C3100,0.65,0.74,6,16
2020.04.30D12:00:14.447461725,LON0_C3150,0.59,0.68,7,17
2020.04.30D12:00:14.447465269,LON0_C3200,0.54,0.62,7,11
2020.04.30D12:00:14.447468673,LON0_C3250,0.49,0.58,7,7
2020.04.30D12:00:14.447472285,LON0_C3300,0.46,0.53,2,19
2020.04.30D12:00:14.447475608,LON0_C3350,0.41,0.5,7,17
2020.04.30D12:00:14.447478878,LON0_C3400,0.38,0.46,10,15
2020.04.30D12:00:14.447482418,LON0_C3450,0.35,0.43,10,10
2020.04.30D12:00:14.447485757,LON0_C3500,0.34,0.39,2,14
2020.04.30D12:00:14.447489159,LON0_C3550,0.3,0.38,10,39
2020.04.30D12:00:14.447492890,LON0_C3600,0.27,0.35,31,13
2020.04.30D12:00:14.447497137,LON0_C3650,0.25,0.34,38,43
2020.04.30D12:00:14.447500969,LON0_C3700,0.24,0.31,26,13
2020.04.30D12:00:14.447545551,LON0_C3750,0.22,0.3,29,20
2020.04.30D12:00:14.447549471,LON0_C3800,0.23,0.28,3,19
2020.04.30D12:00:14.447552749,LON0_C3850,0.2,0.27,16,20
2020.04.30D12:00:14.447556274,LON0_C3900,0.21,0.25,3,19
2020.04.30D12:00:14.447560947,LON0_C3950,0.17,0.25,31,25
2020.04.30D12:00:14.447564390,LON0_P1000,1.51,1.59,7,19
2020.04.30D12:00:14.447567571,LON0_P1100,1.62,1.71,11,23
2020.04.30D12:00:14.447571242,LON0_P1150,1.68,1.77,25,6
2020.04.30D12:00:14.447574607,LON0_P1200,1.75,1.84,29,11
2020.04.30D12:00:14.447577967,LON0_P1250,1.82,1.91,29,5
2020.04.30D12:00:14.447581239,LON0_P1300,1.9,2,29,23
2020.04.30D12:00:14.447584599,LON0_P1350,1.99,2.08,9,5
2020.04.30D12:00:14.447587857,LON0_P1400,2.08,2.17,27,5
2020.04.30D12:00:14.447591292,LON0_P1450,2.17,2.27,23,5
2020.04.30D12:00:14.447594895,LON0_P1500,2.27,2.38,27,11
2020.04.30D12:00:14.447598211,LON0_P1550,2.38,2.49,27,9
2020.04.30D12:00:14.447601771,LON0_P1600,2.5,2.6,27,5
2020.04.30D12:00:14.447637647,LON0_P1650,2.62,2.73,27,12
2020.04.30D12:00:14.447641482,LON0_P1700,2.76,2.86,8,15
2020.04.30D12:00:14.447644799,LON0_P1750,2.9,3,8,14
2020.04.30D12:00:14.447648457,LON0_P1800,3.05,3.16,8,18
2020.04.30D12:00:14.447652638,LON0_P1850,3.21,3.31,8,12
2020.04.30D12:00:14.447656230,LON0_P1900,3.38,3.48,8,6
2020.04.30D12:00:14.447660190,LON0_P1950,3.56,3.66,6,4
2020.04.30D12:00:14.447663484,LON0_P2000,3.75,3.86,6,4
2020.04.30D12:00:14.447666770,LON0_P2050,3.95,4.07,6,10
2020.04.30D12:00:14.447670459,LON0_P2100,4.17,4.28,6,4
2020.04.30D12:00:14.447673680,LON0_P2150,4.4,4.53,11,6
2020.04.30D12:00:14.447676871,LON0_P2200,4.65,4.78,6,6
2020.04.30D12:00:14.447680259,LON0_P2250,4.91,5.04,6,6
2020.04.30D12:00:14.447683612,LON0_P2300,5.18,5.32,6,6
2020.04.30D12:00:14.447686972,LON0_P2350,5.46,5.6,6,6
2020.04.30D12:00:14.453280550,LOM0_C1800,2.6,2.69,4,11
2020.04.30D12:00:14.453284191,LOM0_C2050,1.47,1.55,5,12
2020.04.30D12:00:14.453287718,LOM0_P2200,5.47,5.6,1,8
2020.04.30D12:00:14.453300614,LOM0_C1700,3.19,3.27,2,8
2020.04.30D12:00:14.453305813,LOM0_C2150,1.16,1.23,8,14
2020.04.30D12:00:14.453309204,LOM0_P1050,1.21,1.26,10,3
2020.04.30D12:00:14.453312467,LOM0_C1850,2.33,2.42,4,12
2020.04.30D12:00:14.453315914,LOM0_C1800,2.6,2.69,4,11
2020.04.30D12:00:14.453326174,LON0_C4350,0.12,0.19,27,38
2020.04.30D12:00:14.453335284,LOM0_P950,1.08,1.14,32,9
2020.04.30D12:00:14.453485978,LON0_P2350,5.46,5.6,6,1
2020.04.30D12:00:14.453490114,LON0_P2150,4.4,4.53,11,1
2020.04.30D12:00:14.453493382,LON0_C2100,3.65,3.81,11,11
2020.04.30D12:00:14.453497098,LON0_P2250,4.91,5.04,6,1
2020.04.30D12:00:14.453500752,LOM0_C1000,8.61,8.79,6,7
2020.04.30D12:00:14.453504636,LOM0_C1050,8.17,8.35,6,7
2020.04.30D12:00:14.453508005,LOM0_C1650,3.49,3.59,1,2
2020.04.30D12:00:14.453511427,LOM0_P2000,4.12,4.23,2,1
2020.04.30D12:00:14.453516263,LOM0_C2050,1.47,1.55,5,12
2020.04.30D12:00:14.453519926,LOM0_P1900,3.56,3.67,1,1
2020.04.30D12:00:14.453523310,LOM0_P2200,5.47,5.6,1,7
2020.04.30D12:00:14.453526693,LOM0_C1600,3.82,3.92,1,1
2020.04.30D12:00:14.453531006,LON0_P2500,5.99,6.54,2,26
2020.04.30D12:00:14.453558131,LOM0_C1900,2.09,2.17,5,11
2020.04.30D12:00:14.453562471,LON0_P2200,4.65,4.78,6,1
2020.04.30D12:00:14.453566244,LON0_P1850,3.21,3.31,8,7
2020.04.30D12:00:14.453569848,LOM0_P1400,1.79,1.85,7,6
2020.04.30D12:00:14.453573378,LOM0_C1200,6.89,7.04,7,8
2020.04.30D12:00:14.453577176,LOM0_C1100,7.74,7.91,7,13
2020.04.30D12:00:14.453580772,LOM0_C1300,6.06,6.21,8,9
2020.04.30D12:00:14.453584221,LOM0_C1450,4.88,5.05,13,14
2020.04.30D12:00:14.453587675,LOM0_P2100,4.76,4.88,2,1
2020.04.30D12:00:14.453591136,LOM0_C1250,6.47,6.62,7,13
2020.04.30D12:00:14.453594692,LOM0_C1400,5.26,5.43,13,14
2020.04.30D12:00:14.453598229,LOM0_C1500,4.51,4.67,6,10
2020.04.30D12:00:14.453601629,LOM0_P1850,3.31,3.41,6,1
2020.04.30D12:00:14.453629390,LOM0_P1700,2.67,2.76,6,5
2020.04.30D12:00:14.453633349,LOM0_P1800,3.08,3.18,15,1
2020.04.30D12:00:14.453636629,LOM0_P1550,2.17,2.24,5,5
2020.04.30D12:00:14.453639891,LON0_P1700,2.76,2.86,8,10
2020.04.30D12:00:14.453643172,LON0_P1750,2.9,3,8,9
2020.04.30D12:00:14.453646379,LOM0_C1150,7.31,7.47,7,8
2020.04.30D12:00:14.453650751,LOM0_P1950,3.83,3.94,2,1
2020.04.30D12:00:14.453654217,LOM0_P2150,5.11,5.23,1,1
2020.04.30D12:00:14.453659483,LOM0_P2050,4.43,4.55,2,1
2020.04.30D12:00:14.453662961,LOM0_C1350,5.65,5.81,8,9
2020.04.30D12:00:14.453666009,LOM0_C1550,4.16,4.27,1,2
2020.04.30D12:00:14.453669603,LON0_C2150,3.38,3.54,22,6
2020.04.30D12:00:14.453673169,LOM0_P1450,1.91,1.97,5,5
2020.04.30D12:00:14.453693249,LOM0_P1550,2.17,2.24,12,5
2020.04.30D12:00:14.453716585,LON0_P2050,3.95,4.07,6,10
2020.04.30D12:00:14.453720206,LON0_P1950,3.56,3.66,6,4
2020.04.30D12:00:14.453725613,LOM0_P1550,2.17,2.24,5,5
2020.04.30D12:00:14.453738141,LON0_C3200,0.54,0.62,7,11
2020.04.30D12:00:14.453776845,LON0_P850,1.34,1.43,22,7
2020.04.30D12:00:14.453789142,LON0_C2150,3.38,3.54,22,14
2020.04.30D12:00:14.453973715,LOM0_P1850,3.31,3.41,6,1
2020.04.30D12:00:14.453977887,LOM0_C1800,2.6,2.69,4,11
2020.04.30D12:00:14.453981219,LOM0_C1900,2.09,2.17,5,11
2020.04.30D12:00:14.453984458,LOM0_P1650,2.5,2.57,3,1
2020.04.30D12:00:14.453988759,LOM0_P1550,2.17,2.24,5,5
2020.04.30D12:00:14.454003033,LON0_C2100,3.65,3.81,6,11
2020.04.30D12:00:14.454006897,LON0_P2150,4.4,4.53,11,1
2020.04.30D12:00:14.454010249,LON0_C2250,2.93,3.04,5,11
2020.04.30D12:00:14.454013899,LON0_C2300,2.7,2.81,5,13
2020.04.30D12:00:14.454017200,LON0_C2350,2.49,2.6,5,13
2020.04.30D12:00:14.454020437,LON0_P1800,3.05,3.16,8,18
2020.04.30D12:00:14.454023790,LON0_C2550,1.78,1.87,5,14
2020.04.30D12:00:14.454033244,LON0_P1650,2.62,2.73,27,12
2020.04.30D12:00:14.454036951,LON0_C2650,1.48,1.58,9,13
2020.04.30D12:00:14.454040299,LON0_C2800,1.13,1.23,4,17
2020.04.30D12:00:14.454043732,LON0_C2950,0.86,0.95,6,16
2020.04.30D12:00:14.454250375,LOM0_C4500,0.03,0.05,9,15
2020.04.30D12:00:14.454259797,LON0_P850,1.34,1.43,22,7
2020.04.30D12:00:14.454263656,LON0_C5800,0.04,0.1,10,18
2020.04.30D12:00:14.454361967,LOM0_C1950,1.86,1.94,5,8
2020.04.30D12:00:14.454365409,LOM0_C2150,1.16,1.23,8,9
2020.04.30D12:00:14.454370690,LON0_P1550,2.38,2.49,27,16
2020.04.30D12:00:14.454400830,LOM0_P1950,3.83,3.94,1,1
2020.04.30D12:00:14.454404528,LOM0_P2000,4.12,4.23,1,1
2020.04.30D12:00:14.454407832,LOM0_P2100,4.76,4.88,1,1
2020.04.30D12:00:14.454411229,LOM0_C1550,4.16,4.27,1,1
2020.04.30D12:00:14.454414513,LOM0_C1600,3.82,3.92,1,1
2020.04.30D12:00:14.454418092,LOM0_C1750,2.87,2.96,3,3
2020.04.30D12:00:14.454421393,LOM0_C2050,1.47,1.55,5,12
2020.04.30D12:00:14.454425043,LOM0_P1700,2.67,2.76,6,10
2020.04.30D12:00:14.454428858,LOM0_P1750,2.87,2.95,1,9
2020.04.30D12:00:14.454432369,LOM0_P1800,3.08,3.18,15,6
2020.04.30D12:00:14.454435850,LOM0_P1850,3.31,3.41,6,1
2020.04.30D12:00:14.454439356,LOM0_P2050,4.43,4.55,2,1
2020.04.30D12:00:14.454442595,LOM0_P2150,5.11,5.23,1,1
2020.04.30D12:00:14.454448791,LOM0_C2750,0.28,0.33,3,3
2020.04.30D12:00:14.454454141,LON0_C3000,0.81,0.87,1,7
2020.04.30D12:00:14.454459970,LON0_C3250,0.49,0.58,7,7
2020.04.30D12:00:14.454466585,LON0_P1250,1.82,1.92,29,23
2020.04.30D12:00:14.454499430,LON0_P1600,2.5,2.61,27,17
